Sort Name,Date and Time,Test Number,Git Branch,Git Hash,Command Line Executed,Text File,Count of Strings,Type of File,Execution Time (real, to nearest ms)
bubbleSort,10/14/22 00:17:19,1,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat ordered.txt10e1.txt | ./bubbleSort > /dev/null,ordered.txt10e1.txt,75000,ordered.txt,0.066
bubbleSort,10/14/22 00:17:19,2,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat ordered.txt10e1.txt | ./bubbleSort > /dev/null,ordered.txt10e1.txt,75000,ordered.txt,0.067
bubbleSort,10/14/22 00:17:19,3,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat ordered.txt10e1.txt | ./bubbleSort > /dev/null,ordered.txt10e1.txt,75000,ordered.txt,0.064
bubbleSort,10/14/22 00:17:19,4,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat ordered.txt10e1.txt | ./bubbleSort > /dev/null,ordered.txt10e1.txt,75000,ordered.txt,0.063
bubbleSort,10/14/22 00:17:19,5,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat ordered.txt10e1.txt | ./bubbleSort > /dev/null,ordered.txt10e1.txt,75000,ordered.txt,0.066
bubbleSort,10/14/22 00:22:20,1,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat reverse-ordered.txt10e1.txt | ./bubbleSort > /dev/null,reverse-ordered.txt10e1.txt,75000,reverse-ordered.txt,300.213
bubbleSort,10/14/22 00:27:20,2,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat reverse-ordered.txt10e1.txt | ./bubbleSort > /dev/null,reverse-ordered.txt10e1.txt,75000,reverse-ordered.txt,300.191
bubbleSort,10/14/22 00:32:20,3,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat reverse-ordered.txt10e1.txt | ./bubbleSort > /dev/null,reverse-ordered.txt10e1.txt,75000,reverse-ordered.txt,300.192
bubbleSort,10/14/22 00:37:20,4,main,bcb7f3980a593e749a343271914aac3a28eacaa5,time cat reverse-ordered.txt10e1.txt | ./bubbleSort > /dev/null,reverse-ordered.txt10e1.txt,75000,reverse-ordered.txt,300.212
